	N1_1	N2_1	N3_1	N4_1	N5_1	N7_1	N9_1	N11_1	N13_1	N14_1	N15_1	W1_1	W3_1	W5_1	W6_1	W7_1	W10_1	W11_1	W12_1	W14_1
New.ReferenceOTU1714	0	0	0	3	0	3	5	6	2	11	5	6	3	1	1	3	1	4	7	4
New.ReferenceOTU51339	19	5	17	1	3	1	3	0	0	0	0	1	1	0	12	0	1	0	1	0
New.ReferenceOTU29425	0	0	0	1	1	8	5	4	1	11	9	9	3	1	2	2	2	0	3	3
New.ReferenceOTU52708	0	0	0	3	1	3	4	6	0	6	11	2	1	13	0	10	0	1	1	3
New.ReferenceOTU44989	0	0	0	0	0	4	0	2	2	3	4	31	7	6	1	3	0	0	1	1
100791	1	4	0	6	0	12	4	1	4	2	8	7	5	2	4	0	2	0	1	0
144554	0	1	0	7	0	25	7	6	7	0	2	1	1	1	0	0	3	0	2	0
332718	11	3	17	5	12	0	1	0	6	0	2	0	2	1	1	0	0	1	0	1
New.ReferenceOTU33799	0	0	0	1	0	2	3	5	3	1	2	30	4	3	1	6	0	0	0	2
New.ReferenceOTU42566	2	2	7	3	13	0	0	0	2	0	1	1	0	1	3	1	5	7	9	5
584580	8	22	3	2	0	2	1	0	1	1	3	10	1	1	1	1	2	1	1	0
New.ReferenceOTU50887	0	0	0	16	0	5	4	1	1	6	1	1	0	0	1	6	4	2	7	6
684965	0	0	0	5	0	1	0	4	8	11	8	3	5	2	1	1	7	1	4	0
302909	11	5	3	5	1	2	1	0	6	5	3	8	4	1	0	0	0	0	4	1
138056	1	0	1	1	2	1	0	1	1	2	5	0	0	3	17	12	0	4	3	5
New.ReferenceOTU41562	0	0	0	4	0	4	10	4	5	8	6	3	6	3	0	0	1	1	1	3
New.ReferenceOTU22231	3	3	13	0	5	0	0	0	2	4	3	0	0	0	9	0	1	2	6	7
4343661	4	9	0	1	1	5	3	1	6	0	2	8	1	0	1	2	1	0	1	12
New.ReferenceOTU46523	0	0	0	3	0	16	8	5	1	4	7	1	2	1	0	2	4	1	3	0
New.ReferenceOTU13665	8	0	20	1	13	1	0	1	1	1	0	1	0	1	6	2	0	0	1	1
New.ReferenceOTU56547	0	0	0	2	3	3	1	2	1	4	3	0	0	11	0	8	0	6	1	13
New.ReferenceOTU8233	6	0	10	0	13	0	1	0	2	1	1	0	1	0	10	4	4	1	0	3
New.ReferenceOTU37862	0	0	0	1	0	0	5	8	2	7	7	0	3	6	0	7	1	1	7	2
New.ReferenceOTU7708	0	0	0	9	1	14	2	4	2	5	4	1	1	3	1	2	1	2	2	2
4390723	4	0	5	0	1	0	0	1	1	5	3	0	0	0	1	7	0	1	3	23
New.ReferenceOTU48359	0	0	0	1	0	4	3	0	5	0	2	2	21	7	2	1	2	3	2	0
New.ReferenceOTU27909	4	0	14	0	12	1	0	1	1	0	2	1	0	2	3	5	1	2	2	3
635323	0	0	6	16	1	5	0	3	1	6	3	0	0	1	0	2	2	1	4	3
New.ReferenceOTU36373	0	2	3	4	0	4	1	6	2	14	8	3	5	0	0	1	0	1	0	0
556657	3	2	1	2	1	4	3	1	2	0	1	16	6	0	4	0	5	0	1	1
178657	6	7	8	6	4	2	1	2	2	4	0	0	3	6	0	0	0	1	0	1
New.ReferenceOTU16561	0	0	0	0	0	1	1	3	2	5	7	1	5	5	0	12	0	4	2	5
205245	4	7	3	0	3	1	0	0	5	1	0	1	0	0	8	0	3	9	4	3
New.ReferenceOTU39341	0	0	0	1	0	4	1	1	0	1	2	11	9	2	0	0	13	5	2	0
New.ReferenceOTU9274	0	0	0	2	0	6	5	2	3	3	5	7	4	4	0	0	3	3	5	0
346974	11	9	12	1	2	0	0	1	3	0	1	1	1	1	3	0	1	0	4	0
New.ReferenceOTU40140	0	0	0	4	0	12	2	5	0	5	5	3	1	4	2	1	2	1	2	2
New.ReferenceOTU40996	0	0	0	2	0	1	0	2	4	1	3	12	8	2	0	2	3	9	0	2
New.ReferenceOTU474	0	0	0	2	0	1	7	3	5	0	5	5	10	1	0	0	4	2	2	3
New.ReferenceOTU1372	0	0	0	6	1	0	7	4	2	7	3	7	1	0	1	4	0	2	0	5
New.ReferenceOTU27763	0	0	0	2	0	2	5	4	2	7	1	0	0	1	0	7	0	3	3	13
New.ReferenceOTU41037	1	2	2	0	0	1	1	1	4	0	4	2	8	7	4	3	3	4	1	1
New.ReferenceOTU35876	0	0	0	3	0	3	3	1	4	0	8	3	8	2	2	1	6	2	2	1
New.ReferenceOTU45202	0	0	0	0	0	3	3	2	1	2	4	7	15	1	1	0	5	3	0	0
New.ReferenceOTU57903	0	0	0	0	1	2	9	5	3	4	6	10	3	2	0	1	1	0	0	0
11431	1	0	1	4	0	2	3	6	1	3	2	0	0	1	0	7	0	0	0	15
New.ReferenceOTU10432	1	0	1	6	3	2	1	3	0	3	1	1	0	0	6	16	1	0	1	0
New.ReferenceOTU53689	0	0	0	0	0	7	3	1	7	4	8	2	9	0	1	1	1	0	0	1
New.ReferenceOTU54252	0	0	0	7	0	4	5	6	2	2	5	1	4	3	0	2	1	1	1	1
New.ReferenceOTU33422	0	1	0	1	1	1	2	1	6	4	4	3	6	0	1	0	7	1	3	3
New.ReferenceOTU44141	0	0	0	3	0	4	4	4	1	6	8	4	3	2	1	3	1	0	1	0
4328906	0	2	0	4	0	9	2	1	12	0	2	3	1	2	2	0	1	2	1	0
New.ReferenceOTU31679	0	1	0	0	0	2	2	0	3	2	6	2	7	0	3	1	9	1	4	1
321409	3	2	7	3	4	1	1	2	0	0	0	0	0	4	0	1	2	2	0	11
826124	0	0	0	1	0	1	6	5	4	6	4	3	4	0	0	0	1	0	1	7
New.ReferenceOTU24459	0	0	0	2	0	7	5	5	1	4	1	1	0	2	0	5	0	1	3	6
New.ReferenceOTU8976	0	0	0	0	0	11	4	3	1	3	3	0	3	0	3	2	4	1	4	0
811427	0	1	0	0	1	2	0	0	6	1	3	0	1	5	1	0	4	1	15	0
New.ReferenceOTU22318	4	10	8	0	1	1	0	0	0	1	3	0	0	0	5	0	1	1	5	1
New.ReferenceOTU38452	0	0	5	1	2	1	1	4	1	0	3	0	0	1	2	3	0	1	7	9
4417996	6	8	2	0	1	0	1	0	2	0	1	4	2	0	11	1	0	0	1	1
New.ReferenceOTU12907	1	0	0	1	0	3	0	6	1	12	3	2	1	2	0	3	0	1	0	5
1554686	6	4	0	1	1	1	1	2	5	0	1	7	2	4	2	0	0	3	0	0
2651333	1	0	5	0	1	1	0	1	0	4	1	0	0	2	1	3	0	1	2	17
New.ReferenceOTU42561	0	0	0	2	0	1	3	1	2	5	1	1	4	15	0	3	0	2	0	0
New.ReferenceOTU49968	0	1	0	0	0	5	2	1	3	0	1	7	6	2	4	0	3	2	1	1
New.ReferenceOTU18719	0	0	0	0	0	3	5	9	1	4	5	2	1	1	2	2	0	0	3	1
New.ReferenceOTU10980	2	1	3	0	16	2	1	0	0	0	0	0	4	1	2	1	2	1	3	0
812021	3	12	5	1	0	2	0	0	2	0	0	1	1	1	5	0	2	0	3	0
524595	5	0	4	2	3	3	3	2	0	4	1	1	0	0	2	3	1	0	3	0
4354415	5	1	4	1	6	2	0	1	0	0	1	1	0	5	3	5	0	1	1	0
New.ReferenceOTU1300	0	0	0	4	0	2	1	7	0	2	1	6	0	2	0	0	2	3	6	1
84980	1	1	1	5	0	3	3	5	7	3	3	0	3	0	1	0	0	0	0	0
New.ReferenceOTU28381	0	0	0	2	0	17	2	2	0	3	1	1	3	1	0	2	1	0	0	1
New.ReferenceOTU26621	0	0	0	1	0	3	1	2	3	0	2	9	5	1	0	0	6	1	2	0
4336516	3	1	1	2	9	1	0	4	1	2	0	1	0	0	1	3	1	0	0	5
1085703	1	0	1	0	2	0	0	0	0	1	1	0	1	4	1	8	6	3	2	4
110215	2	10	0	2	0	2	1	2	3	0	0	3	2	1	3	1	0	1	0	1
New.ReferenceOTU42012	0	1	0	1	0	4	3	0	6	1	4	2	4	0	2	0	4	0	2	0
New.ReferenceOTU28495	0	0	0	1	2	1	1	2	2	2	1	1	2	3	1	5	1	1	1	6
New.ReferenceOTU24704	0	0	2	3	0	3	1	0	1	1	1	0	1	0	1	5	1	0	5	7
355450	2	5	1	1	3	0	0	0	6	3	1	0	2	1	2	2	0	0	0	1
New.ReferenceOTU41720	0	0	0	1	0	4	1	6	4	1	2	4	2	0	0	1	2	2	0	0
New.ReferenceOTU22707	7	1	1	1	2	0	1	0	2	0	0	0	0	1	8	1	1	0	3	1
New.ReferenceOTU40726	0	0	0	1	6	0	1	1	1	1	3	0	2	5	0	2	0	2	2	2
New.ReferenceOTU37835	0	0	1	3	0	1	2	1	2	4	1	3	2	2	0	1	1	2	0	1
3487653	1	12	2	1	1	0	0	0	3	0	1	1	1	1	1	0	1	0	0	0
New.ReferenceOTU18976	0	0	0	1	0	1	4	1	5	2	0	1	1	1	0	3	4	1	0	0
New.ReferenceOTU18690	0	0	0	2	0	1	3	8	1	3	1	1	0	1	1	2	0	0	0	1
201726	0	0	0	1	4	2	0	1	3	1	0	0	1	5	0	1	0	3	1	2
4307444	6	0	1	4	1	2	1	0	1	1	0	1	1	2	0	3	0	0	0	0
144675	0	0	0	4	1	2	2	1	1	3	1	1	0	0	0	4	0	0	2	1
4423750	0	0	0	0	1	0	1	1	0	0	1	0	1	5	1	1	2	1	1	1
